Ensembl Gene ID	pLI
ENSG00000188157	0.173352340481
ENSG00000188976	1.33038194561e-19
ENSG00000176022	0.0481044658298
ENSG00000131591	0.0908776364219
ENSG00000187608	0.00984781293611
ENSG00000187961	2.5167626607e-07
ENSG00000187583	2.01974835522e-08
ENSG00000187634	1.35381157129e-10
ENSG00000186092	0.176329298172
ENSG00000188290	0.000147942881105
ENSG00000184163	4.67625423888e-05
ENSG00000186891	8.36589277637e-07
ENSG00000078808	0.00130982718994
ENSG00000186827	0.00720932981622
ENSG00000162571	1.94738806982e-05
ENSG00000160087	0.415938846926
ENSG00000215915	4.90849565539e-05
ENSG00000242485	0.000171803357075
ENSG00000127054	5.78814023807e-09
ENSG00000175756	0.00247538764889
ENSG00000160075	0.606848849205
ENSG00000224051	0.00138279022733
ENSG00000162576	0.00471297228154
ENSG00000131584	0.0394309302207
ENSG00000179403	0.0331997601703
ENSG00000197785	0.040130597881
ENSG00000221978	0.104548195351
ENSG00000107404	0.157164971606
ENSG00000162572	2.82187066585e-15
ENSG00000160072	1.92301228016e-13
ENSG00000169972	6.58681964675e-12
ENSG00000162585	0.785170903024
ENSG00000157933	0.981402099833
ENSG00000248333	0.728294439529
ENSG00000078369	0.995187833122
ENSG00000189339	0.621002459219
ENSG00000008128	5.23535259577e-05
ENSG00000008130	0.00126768961405
ENSG00000157911	0.0104636324759
ENSG00000169885	0.000127436926421
ENSG00000178821	0.328693114331
ENSG00000116151	7.87931445986e-07
ENSG00000187730	0.923498878455
ENSG00000067606	0.266923656763
ENSG00000157916	0.969239732851
ENSG00000197530	0.000158543294053
ENSG00000215790	0.374305907763
ENSG00000142611	0.999843194473
ENSG00000078900	0.975977778366
ENSG00000149527	1.70518647544e-08
ENSG00000130764	0.603832187524
ENSG00000169598	5.08618071064e-05
ENSG00000169717	0.0187224605336
ENSG00000130762	9.36505312388e-08
ENSG00000158109	0.00284528475213
ENSG00000197921	0.532717161922
ENSG00000198912	0.018742502106
ENSG00000162591	4.4242103113e-15
ENSG00000157870	0.000166699570192
ENSG00000162592	1.60569656765e-19
ENSG00000116213	0.0269219902262
ENSG00000116198	2.63081806867e-08
ENSG00000142606	8.87673673427e-13
ENSG00000157881	0.945333401832
ENSG00000157873	0.819999054409
ENSG00000162413	0.00107735176759
ENSG00000162408	0.00447024001777
ENSG00000171680	4.02821229083e-05
ENSG00000069424	0.839972632375
ENSG00000116237	0.959145428138
ENSG00000187017	0.00255384128822
ENSG00000196581	0.977592766896
ENSG00000204859	0.68019837647
ENSG00000215788	0.448738853101
ENSG00000173662	7.91360028717e-09
ENSG00000131697	1.29374352876e-17
ENSG00000116251	0.34849215643
ENSG00000158286	5.19011202351e-06
ENSG00000173673	0.268868568224
ENSG00000116254	0.999999995117
ENSG00000116273	0.931111283003
ENSG00000041988	0.00148422474585
ENSG00000097021	0.381517901841
ENSG00000069812	0.0670466550651
ENSG00000158292	0.000377954117162
ENSG00000049245	0.0542630674689
ENSG00000162426	0.0451892558909
ENSG00000131686	0.00802362076494
ENSG00000007923	0.999970790295
ENSG00000171608	0.99998429492
ENSG00000074800	0.0103734127327
ENSG00000171612	0.451158319131
ENSG00000116285	0.0465515823999
ENSG00000142583	5.67732629021e-05
ENSG00000180758	2.63491769394e-05
ENSG00000049247	0.151041459001
ENSG00000197241	2.99498303352e-17
ENSG00000188807	0.841903867149
ENSG00000049249	0.253050500973
ENSG00000171735	0.999999955418
ENSG00000116288	0.903949397411
ENSG00000049246	2.19067741322e-10
ENSG00000049239	0.00011140441802
ENSG00000171621	0.709596082306
ENSG00000142599	0.999995655258
ENSG00000142655	0.634568377658
ENSG00000171603	0.844214450133
ENSG00000251503	0.00852090111529
ENSG00000160049	0.000218370651898
ENSG00000120948	0.980707836591
ENSG00000171824	1.65795367368e-07
ENSG00000162441	0.0019792473436
ENSG00000241563	0.00983779096187
ENSG00000116649	0.869848472218
ENSG00000142657	0.968660462332
ENSG00000162444	0.408810205692
ENSG00000178585	0.0229867402742
ENSG00000179840	0.0549230054401
ENSG00000130940	0.999938476328
ENSG00000054523	0.999999999959
ENSG00000009724	1.58468707892e-14
ENSG00000130939	0.999987413557
ENSG00000175262	1.33454849506e-05
ENSG00000175279	0.00852090111529
ENSG00000173614	0.225291938588
ENSG00000116663	0.000485731481765
ENSG00000116661	0.273382985937
ENSG00000132879	3.59578966017e-05
ENSG00000120937	0.000380060457713
ENSG00000116670	0.202505866428
ENSG00000120942	0.568905634331
ENSG00000116691	1.9619177562e-15
ENSG00000116688	0.999816094006
ENSG00000215910	0.155526802174
ENSG00000011021	0.163974191293
ENSG00000120949	0.845965386737
ENSG00000083444	2.70207303677e-07
ENSG00000198793	1.0
ENSG00000162490	6.64368474068e-10
ENSG00000171819	8.44492793664e-09
ENSG00000177000	2.45515809266e-07
ENSG00000175206	0.0169316348826
ENSG00000177674	0.0416634032877
ENSG00000204624	4.16505137948e-05
ENSG00000188984	0.000156333514376
ENSG00000232423	0.691325858232
ENSG00000116721	0.0981051636002
ENSG00000116726	3.89692512947e-06
ENSG00000179172	0.0107232661654
ENSG00000028137	0.778880984184
ENSG00000162496	0.661359704005
ENSG00000120952	0.00056760968651
ENSG00000157330	1.57145922132e-08
ENSG00000204508	0.617146896405
ENSG00000204513	0.285437974687
ENSG00000243073	0.0746095246057
ENSG00000204518	0.000547686324044
ENSG00000187545	0.875594718752
ENSG00000048707	0.999992132395
ENSG00000204510	0.176862963132
ENSG00000204481	0.559641612786
ENSG00000116731	0.995040619057
ENSG00000171729	0.87075944308
ENSG00000204480	0.583094142263
ENSG00000162493	0.000983708235302
ENSG00000215704	0.000617208883253
ENSG00000162438	5.21992306515e-06
ENSG00000142634	0.378995543892
ENSG00000204479	0.790929575855
ENSG00000204495	0.529422081198
ENSG00000142615	1.98449208206e-06
ENSG00000189337	0.144589791043
ENSG00000116771	0.00367262488905
ENSG00000065526	1.0
ENSG00000162460	1.22973402675e-05
ENSG00000162461	0.000948152762042
ENSG00000162458	0.000789060297699
ENSG00000116786	0.00506557458483
ENSG00000186510	2.74927659103e-14
ENSG00000116138	3.79285066744e-05
ENSG00000132881	1.08197156167e-06
ENSG00000142632	7.63919108459e-09
ENSG00000185519	0.276924372628
ENSG00000142627	0.738294173428
ENSG00000173641	0.0131492369602
ENSG00000184908	7.80835912699e-12
ENSG00000116809	0.998165364992
ENSG00000197312	0.941088127387
ENSG00000215695	1.45720974476e-08
ENSG00000183888	0.0105592094696
ENSG00000132906	0.00319395567191
ENSG00000037637	0.975946026927
ENSG00000142623	5.26823569922e-11
ENSG00000058453	4.70612895872e-20
ENSG00000159363	0.00120495054739
ENSG00000074964	0.0383062935578
ENSG00000117115	0.000124031218347
ENSG00000159339	1.30424837822e-09
ENSG00000117118	0.0501027715702
ENSG00000157191	6.86667313977e-05
ENSG00000117122	0.000124328486872
ENSG00000187144	3.58477021907e-06
ENSG00000179051	0.787633127226
ENSG00000055070	0.71986599122
ENSG00000117154	0.547298802615
ENSG00000142619	4.6879167151e-10
ENSG00000117148	0.0771442457153
ENSG00000127481	1.0
ENSG00000179023	2.58274593353e-10
ENSG00000077549	0.592160351133
ENSG00000162482	6.13891503864e-10
ENSG00000162542	9.98392215947e-13
ENSG00000158747	0.108864872574
ENSG00000159423	0.000434043544234
ENSG00000127463	6.03747917977e-14
ENSG00000009709	0.629829299867
ENSG00000158748	0.0010672536065
ENSG00000211454	0.00438244228416
ENSG00000179002	6.17507053672e-13
ENSG00000040487	0.000146809008866
ENSG00000169914	2.62536799027e-05
ENSG00000173436	0.348880394859
ENSG00000169991	0.382583916453
ENSG00000053371	3.55874178311e-06
ENSG00000270136	0.0681079828537
ENSG00000178828	0.0154783237732
ENSG00000053372	0.869977920352
ENSG00000142794	1.98380335693e-11
ENSG00000158828	4.08354368093e-07
ENSG00000244038	0.134980573645
ENSG00000075151	0.999999906532
ENSG00000158825	0.787227682049
ENSG00000127472	0.000190274829494
ENSG00000117298	0.999768645958
ENSG00000162545	0.138563181791
ENSG00000158786	2.09867850599e-06
ENSG00000090432	3.48969973576e-06
ENSG00000189410	0.00265361571732
ENSG00000117245	3.34364105879e-13
ENSG00000188257	0.398124558138
ENSG00000117215	0.000177682796601
ENSG00000187980	0.000569562808573
ENSG00000188784	0.000343166465008
ENSG00000162543	0.000293934797697
ENSG00000127483	0.991643467677
ENSG00000076864	0.974156915163
ENSG00000070886	1.13671356317e-08
ENSG00000173369	0.0858810485832
ENSG00000184677	1.21207769769e-05
ENSG00000159189	0.017381902515
ENSG00000169641	0.287846256099
ENSG00000142789	9.82224694641e-08
ENSG00000133216	0.999948635231
ENSG00000187942	0.000195122663626
ENSG00000162551	0.00110649599056
ENSG00000070831	0.656574472234
ENSG00000173372	0.0497899792321
ENSG00000162552	0.15383785574
ENSG00000219073	2.11744211574e-10
ENSG00000090686	0.999997429389
ENSG00000179546	0.813006424568
ENSG00000142798	6.94653656591e-06
ENSG00000004487	0.991027964687
ENSG00000197880	0.0429655728785
ENSG00000125944	0.999079074304
ENSG00000142676	0.725843320629
ENSG00000125945	0.304488387159
ENSG00000142677	0.0644008505714
ENSG00000011007	0.999991942293
ENSG00000249087	0.000260771141851
ENSG00000011009	0.979519145028
ENSG00000179163	3.39058309531e-08
ENSG00000204219	0.000965885853096
ENSG00000117308	3.26698555553e-08
ENSG00000007968	0.914702778499
ENSG00000117305	0.00256252926835
ENSG00000057757	0.102416722752
ENSG00000117318	0.688794337536
ENSG00000142661	9.2840888654e-28
ENSG00000188822	0.000110725778447
ENSG00000088280	2.35907220969e-10
ENSG00000183726	0.333486481176
ENSG00000117616	2.72287500037e-08
ENSG00000117602	0.00320642195331
ENSG00000117643	0.0490480402548
ENSG00000117640	0.431750877541
ENSG00000185436	0.30861522161
ENSG00000187010	0.00606009991776
ENSG00000204178	0.99250441129
ENSG00000117614	0.037927096528
ENSG00000020633	0.673967691643
ENSG00000169504	0.00946200366501
ENSG00000188672	0.861454126246
ENSG00000001461	0.000454711893619
ENSG00000184454	0.067267033624
ENSG00000158055	0.995583958012
ENSG00000157978	2.90076895065e-05
ENSG00000133226	0.99999902239
ENSG00000001460	0.00010643410735
ENSG00000162430	1.08497392206e-07
ENSG00000158062	1.20340272758e-10
ENSG00000131914	0.196269887368
ENSG00000188782	3.16436332179e-05
ENSG00000197245	0.550404227082
ENSG00000127423	5.49329871866e-08
ENSG00000142675	3.79048704122e-16
ENSG00000176083	0.00156069704939
ENSG00000130695	0.00585126875457
ENSG00000158006	2.68539651867e-07
ENSG00000175087	0.381253877249
ENSG00000117682	0.704700922518
ENSG00000176092	3.33461351874e-07
ENSG00000117632	0.648591503546
ENSG00000158014	0.708283236157
ENSG00000142669	0.795103829065
ENSG00000142684	0.156440973665
ENSG00000158022	4.71828632864e-12
ENSG00000158008	1.17897567863e-12
ENSG00000182749	0.00931076797805
ENSG00000169442	0.530686211966
ENSG00000142748	0.0172513382815
ENSG00000142784	0.999307825834
ENSG00000060642	7.2042376999e-06
ENSG00000117713	0.999999996643
ENSG00000198830	0.796674558771
ENSG00000186501	0.0719860750297
ENSG00000175793	0.490890062388
ENSG00000174950	0.0337448656971
ENSG00000142733	4.90980509511e-15
ENSG00000198746	6.05252012288e-07
ENSG00000117676	0.72587555284
ENSG00000142765	1.0822256797e-07
ENSG00000204160	0.00119784993746
ENSG00000090273	0.822775133438
ENSG00000142751	0.0369234540989
ENSG00000158246	0.0511898745131
ENSG00000131910	5.83479715619e-08
ENSG00000090020	0.952228129999
ENSG00000175707	0.15380547399
ENSG00000158156	1.43123535164e-05
ENSG00000117758	0.896720265507
ENSG00000158161	0.99503573106
ENSG00000117751	0.954054369869
ENSG00000000938	0.177174438745
ENSG00000126709	0.230931224634
ENSG00000130766	0.00076370931416
ENSG00000009780	0.000561029444885
ENSG00000130770	0.0593535041039
ENSG00000126705	0.999431447818
ENSG00000130772	0.000448333946025
ENSG00000169403	0.118775353429
ENSG00000181773	0.0209357972702
ENSG00000130775	0.0647217124407
ENSG00000158195	0.975317445622
ENSG00000130768	1.39140296502e-07
ENSG00000126698	0.582006641589
ENSG00000117748	0.888461678653
ENSG00000116350	0.934762697176
ENSG00000116329	0.109062189113
ENSG00000060688	0.8253632359
ENSG00000204138	0.00427377620221
ENSG00000120656	0.89266524793
ENSG00000162512	0.52791618065
ENSG00000162511	0.735702166052
ENSG00000180198	0.193943930957
ENSG00000134644	0.99999885451
ENSG00000060656	0.990698955783
ENSG00000121766	0.215147590313
ENSG00000162419	0.960593932192
ENSG00000253304	0.155282701007
ENSG00000159023	0.0621098709717
ENSG00000188060	0.00255498366168
ENSG00000180098	0.88281995162
ENSG00000162510	0.0052739858399
ENSG00000084628	0.615737172832
ENSG00000198492	0.991165727664
ENSG00000116353	0.00360313220301
ENSG00000121769	0.354913336596
ENSG00000084623	0.417329824986
ENSG00000084636	3.38473511159e-15
ENSG00000160050	9.96843350375e-08
ENSG00000162517	0.32349654895
ENSG00000121753	0.995235377472
ENSG00000168528	1.03374403745e-06
ENSG00000025800	0.98882760587
ENSG00000268950	0.0296791583669
ENSG00000184007	0.760772901354
ENSG00000134668	8.79900241092e-06
ENSG00000084652	0.995925358285
ENSG00000121764	0.261800018352
ENSG00000160051	2.25735733276e-07
ENSG00000160055	0.000523997901712
ENSG00000222046	8.88085255997e-08
ENSG00000142910	0.24510554808
ENSG00000121774	0.946876459202
ENSG00000121775	0.0214504321476
ENSG00000160058	0.482345221176
ENSG00000121900	0.164454120579
ENSG00000162526	0.763235263397
ENSG00000183615	0.00269115267025
ENSG00000273274	0.36095412453
ENSG00000121905	0.433846185685
ENSG00000175130	0.653774932498
ENSG00000162522	0.802365146971
ENSG00000160062	0.106372648345
ENSG00000176261	0.955749357912
ENSG00000160097	0.406509132253
ENSG00000116478	0.937916989643
ENSG00000162520	0.0416853059014
ENSG00000116514	0.625353364993
ENSG00000162521	0.989804589203
ENSG00000134684	0.0003085537599
ENSG00000182866	0.999425040717
ENSG00000116497	0.947039388876
ENSG00000134686	0.205656047584
ENSG00000116525	0.0016114183196
ENSG00000116560	0.999527260234
ENSG00000163866	0.396299543247
ENSG00000142920	0.00234311016337
ENSG00000197056	0.00172900065078
ENSG00000188910	0.00273307067844
ENSG00000142698	0.00437226006688
ENSG00000004455	0.00556558560437
ENSG00000184389	6.5030263923e-07
ENSG00000187513	0.23913820894
ENSG00000116544	0.999638515814
ENSG00000189433	1.9648456138e-06
ENSG00000160094	0.928285965252
ENSG00000121903	0.0719552830686
ENSG00000146463	0.999999928926
ENSG00000163867	1.40245953692e-08
ENSG00000176256	9.9636094185e-06
ENSG00000189280	7.70660156497e-05
ENSG00000171812	0.699343492871
ENSG00000142687	0.18854386896
ENSG00000092850	4.73097417544e-09
ENSG00000126070	0.999998843615
ENSG00000116863	6.50306503733e-05
ENSG00000134698	0.990043812111
ENSG00000142686	0.128378757752
ENSG00000116871	0.973584103722
ENSG00000092853	0.99155939344
ENSG00000126067	0.972351383143
ENSG00000092847	0.999999463471
ENSG00000020129	0.99673508375
ENSG00000142694	0.656674967875
ENSG00000054118	0.999996899184
ENSG00000214193	0.000722997736993
ENSG00000054116	0.810539219939
ENSG00000116819	0.00097225906099
ENSG00000181817	0.615647823094
ENSG00000196182	0.991723985403
ENSG00000163879	6.82031949142e-08
ENSG00000183317	3.15992066276e-18
ENSG00000134690	0.0971532321701
ENSG00000163874	0.911632715194
ENSG00000188786	0.99139471705
ENSG00000197982	0.123246499727
ENSG00000119535	1.4161919812e-06
ENSG00000116885	0.000148146568416
ENSG00000183431	0.999895351853
ENSG00000169218	0.00291051404724
ENSG00000183386	0.534417265883
ENSG00000116898	0.000342016118821
ENSG00000134697	0.453032469584
ENSG00000163877	0.905058048773
ENSG00000163873	0.999980170164
ENSG00000196449	0.13339560776
ENSG00000185090	0.00438904419096
ENSG00000204084	7.43289930464e-09
ENSG00000163875	0.73038813948
ENSG00000116922	6.27363023706e-08
ENSG00000084072	0.980809839859
ENSG00000255103	0.0210361269465
ENSG00000090621	0.992493064404
ENSG00000116981	8.15238589052e-05
ENSG00000131233	3.07324197077e-06
ENSG00000116983	0.0184227514018
ENSG00000163909	6.80881163427e-07
ENSG00000214114	0.739328409179
ENSG00000183520	1.26970219909e-06
ENSG00000116990	0.358812472936
ENSG00000183682	0.456963119276
ENSG00000043514	9.42968680674e-10
ENSG00000116954	0.600078052258
ENSG00000116985	0.774529935806
ENSG00000127603	1.0
ENSG00000174574	0.672015819578
ENSG00000168653	0.0982173317228
ENSG00000158315	2.7012781673e-06
ENSG00000131238	3.7520721317e-05
ENSG00000117000	0.999999867035
ENSG00000187815	8.5577199105e-08
ENSG00000171793	0.932192403966
ENSG00000010803	0.524101684156
ENSG00000188800	0.0397113128753
ENSG00000117013	0.985178281899
ENSG00000164002	0.000872651077295
ENSG00000171790	0.000108969289299
ENSG00000187801	2.52121150458e-09
ENSG00000084070	0.0142856451887
ENSG00000204060	0.43758005085
ENSG00000049089	0.182801205839
ENSG00000066136	0.631959350371
ENSG00000084073	1.25000649755e-07
ENSG00000117016	0.00725110831998
ENSG00000179862	0.358265028581
ENSG00000131236	0.585940925968
ENSG00000117010	0.00221741911029
ENSG00000168389	0.917671219949
ENSG00000127124	0.0308106016637
ENSG00000198815	0.977575009123
ENSG00000127125	0.00353633641898
ENSG00000164011	0.417758649657
ENSG00000164008	0.00701592646308
ENSG00000066185	0.00105994735076
ENSG00000117394	0.939808130156
ENSG00000065978	0.99064076925
ENSG00000197273	0.00607225846311
ENSG00000164007	0.175565901483
ENSG00000044012	0.707935696189
ENSG00000171960	0.00475502689084
ENSG00000177868	0.213154887651
ENSG00000186973	0.0293267361123
ENSG00000117385	1.63942117634e-17
ENSG00000127129	0.0110864412385
ENSG00000164010	5.80552841332e-05
ENSG00000186409	6.06674580229e-12
ENSG00000177181	0.0873953268288
ENSG00000117395	2.3767005479e-06
ENSG00000142949	0.999998378977
ENSG00000117410	0.927635231427
ENSG00000253313	0.00121963583097
ENSG00000117411	0.295417380861
ENSG00000066135	0.99999386512
ENSG00000243710	8.58277032784e-09
ENSG00000178922	3.15819250162e-08
ENSG00000117400	1.43928006099e-06
ENSG00000132768	0.00684674768381
ENSG00000196517	0.0442530405881
ENSG00000117407	0.293100341552
ENSG00000198198	1.51746679778e-07
ENSG00000117408	0.972444338181
ENSG00000117399	0.000181853834795
ENSG00000159479	8.15826213674e-06
ENSG00000179178	0.000428556113626
ENSG00000126091	0.573989459299
ENSG00000066322	0.223414530247
ENSG00000159214	2.01106420911e-08
ENSG00000066056	8.71416663313e-12
ENSG00000117425	6.11012404851e-10
ENSG00000132781	8.56708501586e-11
ENSG00000187147	0.999277879442
ENSG00000162415	0.116879095769
ENSG00000171872	4.24588312614e-09
ENSG00000188396	0.208823533682
ENSG00000178028	0.336141633296
ENSG00000142945	0.0171940722323
ENSG00000126106	0.0389751684863
ENSG00000142959	0.00309511388144
ENSG00000142937	0.965122842277
ENSG00000186603	0.013964827217
ENSG00000126088	0.000142209588904
ENSG00000117419	0.12975609119
ENSG00000070785	0.393440242908
ENSG00000173846	6.24924446856e-05
ENSG00000126107	0.0170427799162
ENSG00000132773	6.58751882854e-09
ENSG00000086015	5.44402882252e-11
ENSG00000236624	0.143398568804
ENSG00000117461	1.40585793274e-06
ENSG00000173660	0.218440721378
ENSG00000117450	1.43818422374e-07
ENSG00000132763	5.25633027462e-14
ENSG00000117481	1.3886758557e-06
ENSG00000159588	3.58916148308e-13
ENSG00000132780	0.470216299614
ENSG00000117480	5.92950026783e-07
ENSG00000085999	2.73718135269e-13
ENSG00000085998	1.68023697303e-09
ENSG00000171357	0.220934118593
ENSG00000117472	0.000714382124603
ENSG00000159596	0.000261682873522
ENSG00000070759	8.65426854902e-06
ENSG00000197429	0.0025317099671
ENSG00000117448	0.000107486413477
ENSG00000132128	0.999804640576
ENSG00000159592	0.435324050436
ENSG00000142961	0.034004954245
ENSG00000079277	0.000222399042685
ENSG00000142973	5.37386386781e-10
ENSG00000123473	0.202687840102
ENSG00000186160	5.28062048297e-06
ENSG00000123472	0.236382638181
ENSG00000162368	0.31927350991
ENSG00000162366	0.000484064755406
ENSG00000186377	1.72089900913e-06
ENSG00000162367	0.824692214968
ENSG00000162456	0.0295306711881
ENSG00000269113	0.370916244398
ENSG00000197587	0.915995646936
ENSG00000159658	0.00013286297474
ENSG00000187048	1.57399320908e-15
ENSG00000162365	1.42218258505e-08
ENSG00000123091	0.420327239136
ENSG00000162373	0.114990689141
ENSG00000117862	0.344869172543
ENSG00000123080	0.315707026354
ENSG00000185104	0.997397841845
ENSG00000157077	0.943796743559
ENSG00000117859	0.998515312665
ENSG00000085831	0.098310254914
ENSG00000085832	0.24170706603
ENSG00000117834	6.41959687058e-13
ENSG00000134717	0.451300212006
ENSG00000162374	0.976912761697
ENSG00000186094	3.5783005724e-06
ENSG00000169213	0.156443019932
ENSG00000078618	0.878722429061
ENSG00000198841	0.0342938336572
ENSG00000132122	2.02900598311e-11
ENSG00000134744	0.999999999122
ENSG00000116171	0.000139759628697
ENSG00000058804	0.937525025657
ENSG00000143006	0.589036510845
ENSG00000174332	0.0999809478307
ENSG00000162385	0.747938336089
ENSG00000162378	0.999923789377
ENSG00000154222	4.76314820583e-10
ENSG00000157184	4.77178075381e-07
ENSG00000162384	1.26488229436e-07
