Ensembl Gene ID	max
ENSG00000226933	2.088
ENSG00000229515	0.1406
ENSG00000183625	0.2089
ENSG00000163823	19.2
ENSG00000236736	0.006685
ENSG00000121807	9.534
ENSG00000223552	1.345
ENSG00000160791	4.017
ENSG00000121797	5.053
ENSG00000012223	331.9
ENSG00000163825	15.99
ENSG00000163827	36.73
ENSG00000264306	0.0
ENSG00000268324	0.2835
ENSG00000241186	3.606
ENSG00000256354	0.08923
ENSG00000251967	0.0
ENSG00000178038	51.9
ENSG00000181585	9.225
ENSG00000206549	45.63
ENSG00000261603	9.025
ENSG00000188086	4.636
ENSG00000238013	0.0
ENSG00000226074	6.255
ENSG00000178055	3.846
ENSG00000160808	2596.0
ENSG00000160801	136.4
ENSG00000268537	0.0
ENSG00000160799	34.97
ENSG00000160796	58.21
ENSG00000236409	1.853
ENSG00000181555	16.75
ENSG00000251938	0.0
ENSG00000227398	3.774
ENSG00000088727	16.81
ENSG00000239128	0.1334
ENSG00000114648	10.29
ENSG00000260236	3.003
ENSG00000076201	38.31
ENSG00000114650	42.58
ENSG00000238350	0.751
ENSG00000163832	13.53
ENSG00000271161	0.5825
ENSG00000272110	0.09891
ENSG00000266443	0.0
ENSG00000244732	0.0
ENSG00000114646	31.67
ENSG00000173473	35.78
ENSG00000214773	0.03872
ENSG00000235695	0.03201
ENSG00000266457	0.0
ENSG00000132153	45.25
ENSG00000221585	0.0
ENSG00000047849	152.4
ENSG00000199591	0.0
ENSG00000224895	0.02859
ENSG00000270285	0.0
ENSG00000265078	1.733
ENSG00000236768	0.06476
ENSG00000164045	9.901
ENSG00000235627	0.2392
ENSG00000253056	0.0
ENSG00000231884	0.1947
ENSG00000265483	0.0
ENSG00000164047	4.389
ENSG00000164048	17.17
ENSG00000229759	4.527
ENSG00000199476	1.952
ENSG00000228638	8.664
ENSG00000172113	6.742
ENSG00000229453	0.7608
ENSG00000252466	0.0
ENSG00000164049	1.811
ENSG00000265053	0.07753
ENSG00000164050	63.91
ENSG00000164051	10.59
ENSG00000244380	55.18
ENSG00000232112	225.0
ENSG00000164053	19.61
ENSG00000164054	51.71
ENSG00000264209	0.0
ENSG00000114268	25.22
ENSG00000145040	0.3102
ENSG00000114270	73.83
ENSG00000211535	41.41
ENSG00000010256	252.0
ENSG00000183396	21.03
ENSG00000225697	34.12
ENSG00000008300	24.1
ENSG00000263898	21.14
ENSG00000228350	5.056
ENSG00000213672	30.81
ENSG00000271973	4.16
ENSG00000068745	39.42
ENSG00000114302	21.35
ENSG00000224424	11.27
ENSG00000178537	45.75
ENSG00000177479	19.38
ENSG00000235236	5.045
ENSG00000223343	24.75
ENSG00000178467	32.82
ENSG00000178252	96.01
ENSG00000178149	63.05
ENSG00000199032	0.0
ENSG00000178057	335.8
ENSG00000207605	0.0
ENSG00000178035	258.3
ENSG00000272434	4.341
ENSG00000198218	35.37
ENSG00000241461	0.0
ENSG00000172053	69.06
ENSG00000172046	21.2
ENSG00000172037	118.2
ENSG00000270441	1.043
ENSG00000177352	14.18
ENSG00000185909	98.61
ENSG00000236980	6.163
ENSG00000173421	19.18
ENSG00000270538	0.1897
ENSG00000225399	13.07
ENSG00000188315	5.781
ENSG00000199546	1.005
ENSG00000264633	0.0
ENSG00000114316	18.9
ENSG00000233276	160.9
ENSG00000067560	339.8
ENSG00000235908	0.8702
ENSG00000145022	58.08
ENSG00000145020	33.45
ENSG00000145029	23.86
ENSG00000235261	31.51
ENSG00000201301	0.0
ENSG00000173402	42.83
ENSG00000226913	5.655
ENSG00000164061	25.61
ENSG00000235120	0.3652
ENSG00000164062	44.71
ENSG00000173531	319.4
ENSG00000164068	37.24
ENSG00000176095	34.4
ENSG00000239576	0.0
ENSG00000244730	0.05592
ENSG00000187492	5.905
ENSG00000185614	15.13
ENSG00000182179	65.9
ENSG00000263506	2.539
ENSG00000263651	0.0
ENSG00000183763	8.552
ENSG00000164076	147.8
ENSG00000264706	0.1233
ENSG00000234667	2.497
ENSG00000164078	19.09
ENSG00000230698	9.3
ENSG00000228008	2.771
ENSG00000164077	11.41
ENSG00000004534	76.08
ENSG00000003756	95.41
ENSG00000235016	27.56
ENSG00000001617	43.82
ENSG00000207922	0.0
ENSG00000114349	0.9999
ENSG00000188338	87.62
ENSG00000114353	90.4
ENSG00000213600	0.3186
ENSG00000230454	15.47
ENSG00000232352	5.8
ENSG00000012171	153.0
ENSG00000179564	6.798
ENSG00000214706	39.56
ENSG00000186792	11.54
ENSG00000243477	52.02
ENSG00000114378	57.55
ENSG00000068001	319.3
ENSG00000114383	37.1
ENSG00000068028	36.28
ENSG00000235058	82.91
ENSG00000004838	168.3
ENSG00000114388	28.88
ENSG00000114395	25.55
ENSG00000126062	42.09
ENSG00000007402	17.3
ENSG00000271858	11.66
ENSG00000202322	0.0
ENSG00000088543	33.13
ENSG00000114735	15.92
ENSG00000114737	33.1
ENSG00000114738	83.04
ENSG00000273356	3.101
ENSG00000272543	0.0
ENSG00000088538	21.3
ENSG00000228337	0.0
ENSG00000213587	0.0
ENSG00000235278	0.03521
ENSG00000240959	0.0
ENSG00000145050	52.04
ENSG00000145041	63.67
ENSG00000270692	0.08164
ENSG00000164080	4.25
ENSG00000221015	0.0
ENSG00000164081	31.83
ENSG00000201595	0.4184
ENSG00000164082	8.808
ENSG00000214686	15.58
ENSG00000224792	80.02
ENSG00000229972	50.67
ENSG00000184345	78.82
ENSG00000241789	0.09077
ENSG00000235455	20.37
ENSG00000214681	88.62
ENSG00000173389	106.1
ENSG00000114767	22.95
ENSG00000041880	27.42
ENSG00000090097	174.2
ENSG00000254782	29.92
ENSG00000114779	57.72
ENSG00000248487	51.07
ENSG00000243989	3.48
ENSG00000162244	472.8
ENSG00000164086	25.51
ENSG00000256097	0.417
ENSG00000164087	17.73
ENSG00000242849	0.08053
ENSG00000023330	328.8
ENSG00000247596	57.11
ENSG00000243224	1.691
ENSG00000164088	35.17
ENSG00000164091	54.33
ENSG00000199150	0.0
ENSG00000168237	75.55
ENSG00000242797	79.62
ENSG00000207926	2.482
ENSG00000114841	12.01
ENSG00000239557	1.559
ENSG00000163930	104.3
ENSG00000010318	1067.0
ENSG00000010319	54.57
ENSG00000114854	2569.0
ENSG00000010322	147.6
ENSG00000010327	172.1
ENSG00000168268	44.72
ENSG00000168273	12.6
ENSG00000163939	10.41
ENSG00000252768	0.1391
ENSG00000221518	0.2266
ENSG00000163938	81.65
ENSG00000252787	0.0
ENSG00000212493	0.0
ENSG00000238862	0.7629
ENSG00000222345	0.4969
ENSG00000212452	0.0
ENSG00000016864	30.56
ENSG00000114902	144.2
ENSG00000114904	20.65
ENSG00000270941	0.4966
ENSG00000271137	0.0426
ENSG00000055957	329.0
ENSG00000162267	454.7
ENSG00000055955	0.4541
ENSG00000239799	336.6
ENSG00000243696	6.187
ENSG00000272573	43.45
ENSG00000213533	3.86
ENSG00000163935	29.02
ENSG00000272305	1.65
ENSG00000266635	0.0
ENSG00000242142	1.881
ENSG00000163933	6.281
ENSG00000163932	44.65
ENSG00000252504	0.0
ENSG00000163931	99.76
ENSG00000238565	0.0
ENSG00000162290	9.011
ENSG00000263406	0.326
ENSG00000206902	0.1306
ENSG00000207109	0.0
ENSG00000212608	0.0
ENSG00000227224	0.0
ENSG00000157388	4.891
ENSG00000251987	0.0
ENSG00000264327	0.0
ENSG00000271916	1.619
ENSG00000016391	12.56
ENSG00000056736	32.0
ENSG00000271976	7.108
ENSG00000113812	10.44
ENSG00000222888	0.0
ENSG00000113811	45.89
ENSG00000242983	0.03696
ENSG00000157445	9.963
ENSG00000229806	1.205
ENSG00000265992	2.268
ENSG00000243715	0.9235
ENSG00000144771	4.124
ENSG00000239991	0.1374
ENSG00000243572	0.1763
ENSG00000240708	0.2784
ENSG00000242568	0.0
ENSG00000242775	1.057
ENSG00000114251	45.51
ENSG00000244586	4.421
ENSG00000242317	0.788
ENSG00000187672	5.437
ENSG00000240777	2.79
ENSG00000264013	0.0
ENSG00000200379	0.0
ENSG00000200238	0.0
ENSG00000180376	9.122
ENSG00000163946	17.0
ENSG00000163947	13.55
ENSG00000240198	0.446
ENSG00000186451	23.31
ENSG00000272202	0.252
ENSG00000144730	9.92
ENSG00000229863	0.0
ENSG00000163666	4.48
ENSG00000157500	20.19
ENSG00000239388	2.18
ENSG00000174844	3.603
ENSG00000238905	0.0
ENSG00000212392	0.0
ENSG00000206918	0.0
ENSG00000239831	0.09215
ENSG00000237186	0.0
ENSG00000202428	0.0
ENSG00000206815	0.1707
ENSG00000174840	4.861
ENSG00000168374	127.7
ENSG00000272146	2.795
ENSG00000210841	0.0
ENSG00000174839	12.88
ENSG00000239801	4.23
ENSG00000241933	0.2957
ENSG00000223192	0.0
ENSG00000163681	27.19
ENSG00000270772	0.0454
ENSG00000213509	0.3113
ENSG00000136068	70.69
ENSG00000244161	10.48
ENSG00000163687	52.9
ENSG00000163686	12.77
ENSG00000163684	5.018
ENSG00000273493	2.335
ENSG00000168297	30.9
ENSG00000168291	71.17
ENSG00000272182	30.0
ENSG00000272360	10.4
ENSG00000168301	18.02
ENSG00000168306	58.17
ENSG00000236722	0.3686
ENSG00000168309	375.1
ENSG00000243384	0.6313
ENSG00000244383	57.66
ENSG00000198643	132.8
ENSG00000163689	5.591
ENSG00000242428	0.5732
ENSG00000243295	0.5167
ENSG00000243903	0.0
ENSG00000242545	0.0
ENSG00000241804	0.0
ENSG00000189283	3.52
ENSG00000269415	0.0
ENSG00000240097	0.0
ENSG00000232407	0.0
ENSG00000225673	0.0
ENSG00000244183	0.0
ENSG00000212211	0.0
ENSG00000144724	11.07
ENSG00000252420	0.0
ENSG00000226360	28.38
ENSG00000252184	0.0
ENSG00000237456	0.01667
ENSG00000241472	3.287
ENSG00000114405	11.3
ENSG00000153266	12.3
ENSG00000163618	21.81
ENSG00000225662	0.0
ENSG00000244632	0.0
ENSG00000252449	0.0
ENSG00000226082	0.0
ENSG00000244342	0.05509
ENSG00000242841	0.0
ENSG00000240359	0.0
ENSG00000163630	111.2
ENSG00000252662	0.0
ENSG00000241359	0.08142
ENSG00000252301	0.0
ENSG00000188817	0.4307
ENSG00000224479	0.4133
ENSG00000163632	1.131
ENSG00000163634	46.47
ENSG00000240549	0.1162
ENSG00000163635	8.061
ENSG00000239653	1.602
ENSG00000271843	1.847
ENSG00000163636	96.7
ENSG00000243410	3.495
ENSG00000272181	2.218
ENSG00000241111	2.873
ENSG00000200222	0.0
ENSG00000189196	0.2727
ENSG00000163637	15.82
ENSG00000241101	0.2338
ENSG00000239926	0.1105
ENSG00000226017	0.4433
ENSG00000244564	6.133
ENSG00000212340	0.0
ENSG00000163638	19.68
ENSG00000241158	14.49
ENSG00000241684	3.432
ENSG00000243149	1.392
ENSG00000264871	0.0
ENSG00000151276	12.19
ENSG00000270059	5.355
ENSG00000224503	0.08135
ENSG00000244226	0.0919
ENSG00000223409	0.02583
ENSG00000272610	0.7648
ENSG00000240175	0.2022
ENSG00000264716	0.0
ENSG00000202071	0.0
ENSG00000203647	0.07435
ENSG00000144741	6.556
ENSG00000206759	0.0
ENSG00000241587	0.0
ENSG00000144749	26.49
ENSG00000271174	0.1613
ENSG00000214560	0.224
ENSG00000163376	3.96
ENSG00000241884	0.3928
ENSG00000172340	52.92
ENSG00000242510	0.05192
ENSG00000241316	0.7452
ENSG00000266400	0.0
ENSG00000183662	6.762
ENSG00000214552	0.069
ENSG00000240568	0.0
ENSG00000244640	0.0
ENSG00000212095	0.0
ENSG00000241506	91.66
ENSG00000163377	3.55
ENSG00000252828	0.0
ENSG00000163378	23.68
ENSG00000244513	6.001
ENSG00000144747	19.69
ENSG00000265355	0.0
ENSG00000144744	36.13
ENSG00000144746	107.9
ENSG00000163380	66.59
ENSG00000114541	11.84
ENSG00000239263	0.05789
ENSG00000240265	0.06289
ENSG00000240842	0.5129
ENSG00000241667	0.1843
ENSG00000187098	21.74
ENSG00000241665	0.0
ENSG00000265722	0.0
ENSG00000240405	0.2826
ENSG00000271034	0.01641
ENSG00000242728	0.0
ENSG00000242120	0.07421
ENSG00000222615	0.0
ENSG00000240156	0.0
ENSG00000243873	0.0
ENSG00000206939	0.0
ENSG00000221382	0.0
ENSG00000114861	12.51
ENSG00000244203	7.004
ENSG00000221264	0.0
ENSG00000242094	0.3913
ENSG00000270562	1.648
ENSG00000163412	7.763
ENSG00000163421	14.99
ENSG00000239250	0.0
ENSG00000244130	0.2306
ENSG00000241163	1.725
ENSG00000273461	0.0
ENSG00000239350	0.02707
ENSG00000242609	0.05208
ENSG00000243083	0.9352
ENSG00000272774	0.4672
ENSG00000242618	0.1025
ENSG00000212070	0.0
ENSG00000260670	0.06426
ENSG00000163602	10.16
ENSG00000244345	0.2428
ENSG00000238568	0.0
ENSG00000199469	0.0
ENSG00000239568	0.0
ENSG00000222838	0.0
ENSG00000144736	4.29
ENSG00000241537	0.02012
ENSG00000240135	0.1021
ENSG00000271266	0.03187
ENSG00000172986	6.868
ENSG00000242960	3.268
ENSG00000163605	14.99
ENSG00000238959	0.0
ENSG00000255423	3.438
ENSG00000238416	0.0
ENSG00000252651	0.0
ENSG00000223247	0.0
ENSG00000182921	1.078
ENSG00000252937	0.0
ENSG00000121440	33.04
ENSG00000239119	0.0
ENSG00000239677	2.886
ENSG00000242364	0.0
ENSG00000242741	0.4894
ENSG00000239454	0.02354
ENSG00000223738	0.0
ENSG00000213452	0.0
ENSG00000212585	0.0
ENSG00000113805	5.699
ENSG00000263689	0.0
ENSG00000241022	0.0
ENSG00000242638	0.0
ENSG00000266780	0.0
ENSG00000213300	113.9
ENSG00000228868	0.6455
ENSG00000263782	0.0
ENSG00000243674	0.5787
ENSG00000179799	0.314
ENSG00000266685	0.0
ENSG00000230655	0.0
ENSG00000244699	0.4707
ENSG00000240665	0.2019
ENSG00000242953	0.3003
ENSG00000238278	0.2438
ENSG00000244026	2.092
ENSG00000272690	3.921
ENSG00000239959	2.18
ENSG00000243794	0.0
ENSG00000272710	0.1727
ENSG00000244674	0.06172
ENSG00000221602	0.0
ENSG00000239383	0.0
ENSG00000244222	0.1179
ENSG00000172971	0.2919
ENSG00000243422	3.62
ENSG00000221795	0.0
ENSG00000241532	0.3639
ENSG00000241622	0.4187
ENSG00000172969	0.8555
ENSG00000236138	0.7438
ENSG00000242516	1.801
ENSG00000227124	2.09
ENSG00000265592	0.07508
ENSG00000266396	0.2768
ENSG00000185008	3.004
ENSG00000222883	0.0
ENSG00000212104	0.0
ENSG00000240809	0.09564
ENSG00000199520	0.0
ENSG00000213450	0.0
ENSG00000206891	0.0
ENSG00000264841	0.0
ENSG00000244461	0.3375
ENSG00000240573	0.2522
ENSG00000243957	0.0
ENSG00000222574	0.0
ENSG00000240241	0.08681
ENSG00000239226	0.0
ENSG00000169855	8.417
ENSG00000240752	0.0
ENSG00000240964	0.1636
ENSG00000265193	0.0
ENSG00000216116	0.0
ENSG00000243877	0.0
ENSG00000271389	0.0
ENSG00000239699	0.0
ENSG00000242586	0.0
ENSG00000242828	1.086
ENSG00000242781	1.83
ENSG00000243694	4.219
ENSG00000242145	7.714
ENSG00000241593	0.1079
ENSG00000244281	0.03467
ENSG00000114480	45.71
ENSG00000222389	0.3827
ENSG00000242190	0.6759
ENSG00000242009	1.202
ENSG00000239440	0.1278
ENSG00000241367	0.0
ENSG00000241095	0.5628
ENSG00000242195	0.0
ENSG00000221380	0.0
ENSG00000266652	0.0
ENSG00000242641	0.3785
ENSG00000241776	0.0
ENSG00000242339	0.3311
ENSG00000266025	0.0
ENSG00000175161	20.2
ENSG00000264084	0.0
ENSG00000241648	0.02674
ENSG00000239519	0.1456
ENSG00000243915	0.1205
ENSG00000201410	0.0
ENSG00000251773	0.0
ENSG00000239767	4.098
ENSG00000222934	0.0
ENSG00000241328	0.33
ENSG00000206538	48.48
ENSG00000241293	0.5569
ENSG00000264119	0.0
ENSG00000083937	26.56
ENSG00000064835	60.32
ENSG00000239829	0.0
ENSG00000240902	0.06396
ENSG00000240255	0.0
ENSG00000239572	0.1547
ENSG00000200703	0.0
ENSG00000221059	0.0
ENSG00000179097	0.4697
ENSG00000163320	22.86
ENSG00000229729	4.961
ENSG00000241535	0.1398
ENSG00000175105	6.656
ENSG00000179021	15.02
ENSG00000242159	0.05737
ENSG00000207316	0.0
ENSG00000242365	0.0
ENSG00000242705	0.427
ENSG00000241861	0.0
ENSG00000044524	8.819
ENSG00000240951	0.0
ENSG00000240309	0.0
ENSG00000212598	0.0
ENSG00000222490	0.0
ENSG00000189002	0.05203
ENSG00000271024	0.0
ENSG00000251727	0.0
ENSG00000184500	63.86
ENSG00000201339	0.0
ENSG00000200366	0.0
ENSG00000169379	4.992
ENSG00000239614	0.3753
ENSG00000178750	5.498
ENSG00000178700	3.29
ENSG00000178694	3.251
ENSG00000242457	0.7619
ENSG00000253062	0.0
ENSG00000178660	1.949
ENSG00000242911	5.335
ENSG00000234629	3.213
ENSG00000239589	1.836
ENSG00000244048	0.653
ENSG00000244681	0.7654
ENSG00000221477	0.0
ENSG00000271671	0.0
ENSG00000243547	0.1536
ENSG00000216136	0.0
ENSG00000241815	0.0
ENSG00000199286	0.0
ENSG00000269028	0.03095
ENSG00000218754	0.0
ENSG00000212031	0.0
ENSG00000241018	0.0
ENSG00000176243	0.0
ENSG00000080224	5.269
ENSG00000251172	2.219
ENSG00000261292	6.594
ENSG00000113966	6.615
ENSG00000233280	3.327
ENSG00000080200	12.52
ENSG00000170854	11.11
ENSG00000183185	0.08198
ENSG00000250750	0.0
ENSG00000213439	0.0
ENSG00000196578	0.1084
ENSG00000249225	0.2396
ENSG00000251090	0.5243
ENSG00000248365	0.0
ENSG00000231192	0.0
ENSG00000236032	0.08732
ENSG00000233412	0.0
ENSG00000249321	0.2055
ENSG00000249975	0.03715
ENSG00000248507	0.0
ENSG00000251088	0.05085
ENSG00000187900	0.29
ENSG00000230301	0.1577
ENSG00000197938	0.02658
ENSG00000232535	0.104
ENSG00000196098	0.03587
ENSG00000206536	0.02586
ENSG00000244653	0.0
ENSG00000232382	0.02268
ENSG00000080822	370.4
ENSG00000248839	9.853
ENSG00000154165	103.7
ENSG00000080819	39.09
ENSG00000240827	0.0
ENSG00000266233	0.0
ENSG00000244153	0.03528
ENSG00000239445	1.645
ENSG00000064225	9.017
ENSG00000249274	0.9424
ENSG00000057019	27.75
ENSG00000206712	0.5632
ENSG00000239462	0.05705
ENSG00000207331	0.0
ENSG00000240476	0.2388
ENSG00000241305	0.0
ENSG00000240572	0.0
ENSG00000266030	0.0
ENSG00000243296	0.05752
ENSG00000243089	0.7461
ENSG00000244464	0.531
ENSG00000144810	83.37
ENSG00000263810	3.542
ENSG00000273374	0.7768
ENSG00000184220	8.532
ENSG00000168386	66.04
ENSG00000264897	0.0
ENSG00000261533	1.834
ENSG00000235156	1.611
ENSG00000238377	0.0
ENSG00000243974	0.0
ENSG00000036054	11.1
ENSG00000114021	30.01
ENSG00000273488	2.572
ENSG00000154174	38.76
ENSG00000206535	29.63
ENSG00000181458	246.5
ENSG00000144820	10.59
ENSG00000252989	0.0
ENSG00000243495	0.04733
ENSG00000114354	28.66
ENSG00000154175	28.0
ENSG00000213431	0.0
ENSG00000201642	0.0
ENSG00000242573	0.0
ENSG00000238312	0.0
ENSG00000081148	0.2675
ENSG00000138468	13.28
ENSG00000241738	0.06912
ENSG00000232830	0.05728
ENSG00000201554	0.0
ENSG00000238525	0.0
ENSG00000175841	0.3729
ENSG00000174173	19.14
ENSG00000081154	63.81
ENSG00000242299	291.5
ENSG00000243396	0.0
ENSG00000252348	0.0
ENSG00000212319	0.0
ENSG00000201511	0.0
ENSG00000066422	8.711
ENSG00000201121	0.0
ENSG00000256628	2.891
ENSG00000114391	884.1
ENSG00000244119	30.38
ENSG00000182504	4.957
ENSG00000144815	7.333
ENSG00000249474	4.391
ENSG00000144802	51.06
ENSG00000214407	0.0
ENSG00000202177	0.0
ENSG00000170044	0.1482
ENSG00000241754	2.296
ENSG00000201065	0.0
ENSG00000201922	0.0
ENSG00000236691	0.0
ENSG00000265328	0.0
ENSG00000240107	0.0
ENSG00000243195	0.0
ENSG00000265076	0.0
ENSG00000214405	0.0
ENSG00000243635	0.1967
ENSG00000170017	55.27
ENSG00000114423	12.9
ENSG00000244652	0.0
ENSG00000200610	0.5141
ENSG00000200361	0.2356
ENSG00000242759	3.65
ENSG00000239997	0.09088
ENSG00000241787	0.0
ENSG00000239632	0.0
ENSG00000242214	0.0
ENSG00000243658	0.02259
ENSG00000240796	0.0
ENSG00000252626	0.0
ENSG00000239455	0.02593
ENSG00000243701	8.369
ENSG00000239828	0.8102
ENSG00000241218	3.392
ENSG00000272597	2.665
ENSG00000220989	0.0
ENSG00000138483	126.9
ENSG00000273125	0.5311
ENSG00000114439	19.9
ENSG00000241469	7.127
ENSG00000240423	0.4463
ENSG00000196776	36.6
ENSG00000271856	12.26
ENSG00000114446	70.93
ENSG00000114455	19.99
ENSG00000221724	0.0
ENSG00000243188	0.1473
ENSG00000144821	1.129
ENSG00000241634	3.432
ENSG00000163507	9.425
ENSG00000202379	0.1633
ENSG00000198919	22.65
ENSG00000241777	0.0
ENSG00000163515	11.21
ENSG00000163519	2.289
ENSG00000138472	11.33
ENSG00000114487	7.749
ENSG00000221633	0.0
ENSG00000239314	0.1719
ENSG00000241224	6.325
ENSG00000261364	0.0
ENSG00000214381	0.2972
ENSG00000252889	0.0
ENSG00000239288	0.0
ENSG00000163530	2.787
ENSG00000121570	2.556
ENSG00000241257	0.0
ENSG00000244561	0.0
ENSG00000230618	0.0
ENSG00000228980	0.1113
ENSG00000244196	0.0
ENSG00000252541	0.0
ENSG00000265956	0.0
ENSG00000242029	0.0
ENSG00000271249	0.0
ENSG00000214380	0.0
ENSG00000243945	0.0
ENSG00000240895	0.04597
ENSG00000221206	0.0
ENSG00000244722	0.0
ENSG00000201426	0.0
ENSG00000206532	3.298
ENSG00000242242	4.746
ENSG00000177707	14.76
ENSG00000153283	4.879
ENSG00000239311	1.155
ENSG00000244142	0.2256
ENSG00000240787	0.1125
ENSG00000177494	29.35
ENSG00000244720	0.6585
ENSG00000240891	1.178
ENSG00000240766	4.209
ENSG00000144824	15.76
ENSG00000144827	26.82
ENSG00000144834	207.1
ENSG00000239439	0.0
ENSG00000176040	0.9038
ENSG00000114529	14.71
ENSG00000207940	0.4194
ENSG00000174500	53.15
ENSG00000261488	10.63
ENSG00000172139	3.957
ENSG00000244144	0.8069
ENSG00000239482	0.3195
ENSG00000091972	36.76
ENSG00000243081	0.4556
ENSG00000186265	25.13
ENSG00000242525	0.06525
ENSG00000144848	39.74
ENSG00000138459	13.31
ENSG00000272761	47.85
ENSG00000091986	248.0
ENSG00000242308	0.0
ENSG00000240893	0.4872
ENSG00000242770	0.0897
ENSG00000206531	2.473
ENSG00000163606	1.896
ENSG00000272844	2.225
ENSG00000163607	5.267
ENSG00000163608	12.4
ENSG00000240057	1.364
ENSG00000243483	0.0
ENSG00000241219	0.04019
ENSG00000238593	0.0
ENSG00000253076	0.0
ENSG00000243795	0.4647
ENSG00000144857	36.58
ENSG00000206530	6.314
ENSG00000240751	0.7489
ENSG00000243849	3.629
ENSG00000163611	6.162
ENSG00000072858	16.45
ENSG00000239453	0.7267
ENSG00000265253	0.0
ENSG00000241529	0.357
ENSG00000176542	3.239
ENSG00000121579	30.92
ENSG00000239280	0.364
ENSG00000242659	0.0
ENSG00000114573	52.44
ENSG00000178075	8.86
ENSG00000240776	0.1071
ENSG00000241889	1.019
ENSG00000240375	0.06719
ENSG00000273394	6.82
ENSG00000184307	9.356
ENSG00000163617	8.859
ENSG00000270880	0.1803
ENSG00000151576	9.684
ENSG00000240912	0.7298
ENSG00000151577	1.761
ENSG00000241490	0.7019
ENSG00000240487	0.08697
ENSG00000174255	1.207
ENSG00000181847	3.222
ENSG00000259976	72.85
ENSG00000207770	3.469
ENSG00000181722	7.757
ENSG00000241560	18.82
ENSG00000242290	0.0
ENSG00000241295	0.0
ENSG00000264623	0.0
ENSG00000239946	0.1901
ENSG00000240002	0.04872
ENSG00000242767	0.4497
ENSG00000242880	0.3371
ENSG00000244157	0.04418
ENSG00000172020	244.7
ENSG00000241596	0.08179
ENSG00000185565	23.04
ENSG00000243359	0.09156
ENSG00000240922	0.4544
ENSG00000241397	0.0
ENSG00000241156	0.0
ENSG00000198406	123.0
ENSG00000243197	6.879
ENSG00000265433	0.0
ENSG00000242385	8.253
ENSG00000200372	0.1909
ENSG00000243014	0.0
ENSG00000206889	0.0
ENSG00000239268	0.0
ENSG00000240393	0.9093
ENSG00000241213	5.649
ENSG00000242816	1.583
ENSG00000243276	0.7328
ENSG00000144847	17.51
ENSG00000239877	26.47
ENSG00000163424	46.15
ENSG00000114638	41.87
ENSG00000121578	8.417
ENSG00000240254	3.934
ENSG00000031081	10.68
ENSG00000242829	0.4307
ENSG00000241155	1.373
ENSG00000207310	0.0
ENSG00000176142	13.7
ENSG00000163389	7.858
ENSG00000272662	0.7625
ENSG00000113845	60.9
ENSG00000121594	40.78
ENSG00000272967	0.6899
ENSG00000144843	15.9
ENSG00000144837	26.81
ENSG00000242052	1.111
ENSG00000121577	254.6
ENSG00000138495	47.44
ENSG00000183833	25.46
ENSG00000239994	3.195
ENSG00000144852	23.77
ENSG00000240471	0.07703
ENSG00000082701	13.97
ENSG00000239835	0.02071
ENSG00000241546	0.0
ENSG00000242622	2.349
ENSG00000244308	0.1317
ENSG00000244139	0.0
ENSG00000175697	3.092
ENSG00000206721	0.0
ENSG00000240882	0.1981
ENSG00000163428	10.56
ENSG00000240661	0.2178
ENSG00000242613	0.01915
ENSG00000163430	302.1
ENSG00000240774	0.0
ENSG00000244441	0.2551
ENSG00000196095	0.0
ENSG00000065518	89.54
ENSG00000113924	117.0
ENSG00000144840	11.52
ENSG00000240452	0.0
ENSG00000243257	0.0
ENSG00000153767	7.655
ENSG00000213371	0.0
ENSG00000243593	0.6366
ENSG00000145087	20.12
ENSG00000270782	0.0
ENSG00000264477	0.0
ENSG00000243813	0.07012
ENSG00000242103	0.06836
ENSG00000051341	6.55
ENSG00000242445	8.91
ENSG00000186103	0.2388
ENSG00000238670	0.0
ENSG00000163833	30.22
ENSG00000180353	163.8
ENSG00000243544	0.5003
ENSG00000222057	1.421
ENSG00000173230	24.47
ENSG00000173226	28.72
ENSG00000145088	16.9
ENSG00000163406	8.201
ENSG00000263678	0.0
ENSG00000145103	5.631
ENSG00000202388	0.0
ENSG00000114013	22.59
ENSG00000036828	4.356
ENSG00000252170	0.0
ENSG00000221474	0.0
ENSG00000240236	0.0
ENSG00000121552	1481.0
ENSG00000160124	13.45
ENSG00000114023	70.28
ENSG00000272758	18.0
ENSG00000242531	0.3058
ENSG00000114030	21.51
ENSG00000270901	0.0
ENSG00000138496	17.7
ENSG00000163840	21.7
ENSG00000173200	26.36
ENSG00000243918	3.896
ENSG00000173193	44.78
ENSG00000169087	7.32
ENSG00000238480	0.1941
ENSG00000138463	7.341
ENSG00000273033	5.447
ENSG00000082684	4.948
ENSG00000221211	0.1932
ENSG00000065485	17.88
ENSG00000121542	8.719
ENSG00000273454	0.9599
ENSG00000173175	56.57
ENSG00000272678	53.23
ENSG00000206527	14.57
ENSG00000239523	20.34
ENSG00000065534	180.3
ENSG00000250174	0.5174
ENSG00000273123	1.061
ENSG00000207002	0.0
ENSG00000175455	11.85
ENSG00000065371	40.85
ENSG00000238512	0.0
ENSG00000160145	12.1
ENSG00000266383	0.0
ENSG00000240622	0.09189
ENSG00000252751	0.1192
ENSG00000263775	0.248
ENSG00000260391	11.87
ENSG00000114491	12.96
ENSG00000265981	0.0
ENSG00000242199	0.1693
ENSG00000272947	2.991
ENSG00000082781	137.8
ENSG00000244286	0.1883
ENSG00000243986	0.03805
