chr1	564435	649748	1
chr1	779733	1008286	11
chr1	1078536	1158683	4
chr1	2495137	2633368	4
chr1	2736695	2922757	0
chr1	10697093	10804053	1
chr1	12353332	13385572	19
chr1	16364253	16376855	1
chr1	16814372	17231817	5
chr1	25609479	25656992	2
chr1	30589668	31169396	0
chr1	37909461	38170090	8
chr1	44979717	45001279	1
chr1	49929425	50049480	1
chr1	64151170	64176502	0
chr1	65939484	66007500	1
chr1	69789895	69938097	0
chr1	72124095	72241965	1
chr1	76718950	77039352	1
chr1	79541360	79612216	0
chr1	81087249	82506486	1
chr1	97665736	98343102	1
chr1	102656654	102849723	0
chr1	103746487	104642037	6
chr1	106060371	106258498	0
chr1	106686815	106769435	0
chr1	108789087	108968534	1
chr1	120556740	120635392	1
chr1	120767793	120921239	1
chr1	121158554	121349803	0
chr1	142594227	142642753	0
chr1	142663112	142907112	0
chr1	143134063	143284670	0
chr1	143391916	143540851	0
chr1	143646652	143908838	2
chr1	144009907	144090824	0
chr1	144337916	146507577	27
chr1	146849965	146927600	0
chr1	147228667	147248718	1
chr1	147505013	149875819	26
chr1	151333124	151399960	3
chr1	152499180	152702192	11
chr1	153613593	153724866	5
chr1	157230055	157351515	0
chr1	160029416	160187302	9
chr1	161501808	161537484	1
chr1	161559766	161618874	3
chr1	171922237	172133785	1
chr1	174468168	174656796	1
chr1	176712791	176781116	1
chr1	183861204	184091272	3
chr1	187644027	187745698	0
chr1	188205949	188574502	0
chr1	188736609	188849004	0
chr1	189093350	189957275	0
chr1	190484823	191590282	0
chr1	191689637	191826625	0
chr1	193983247	194067135	0
chr1	194779033	195627237	0
chr1	196011881	196208885	1
chr1	196738927	196898635	4
chr1	208786440	208980535	0
chr1	215452796	215526068	0
chr1	218693490	218776969	1
chr1	224079085	224180364	0
chr1	229122568	229295677	0
chr1	231715133	231813921	2
chr1	238676252	238753428	0
chr1	243684045	243694734	1
chr1	245151901	245665521	2
chr1	245747724	246655416	2
chr1	247200511	247264759	2
chr1	247695693	249189747	48
chr10	226083	291562	1
chr10	1985245	3174004	1
chr10	6689655	6833210	0
chr10	9568299	9721038	0
chr10	15611468	16818795	5
chr10	16939938	16996953	1
chr10	17809523	18273895	5
chr10	19446590	19810710	1
chr10	21195183	21199560	1
chr10	35055358	35473340	3
chr10	37443505	37494966	1
chr10	38240258	38356008	2
chr10	42614423	42853111	0
chr10	45247685	45331277	0
chr10	46091261	49431037	27
chr10	52489127	52518930	1
chr10	53746620	54735550	3
chr10	56176972	56196387	1
chr10	56932314	57187055	1
chr10	59180697	59364871	0
chr10	66985030	67121618	0
chr10	68072732	68427784	1
chr10	68443835	68599432	1
chr10	81251577	81560345	5
chr10	84137675	84270008	1
chr10	90236197	90341481	1
chr10	92363552	92594891	1
chr10	96453830	96612764	2
chr10	100667725	100696797	1
chr10	107109062	107280724	0
chr10	108460220	108512225	1
chr10	110670383	111523045	0
chr10	124500982	124604479	1
chr10	127797178	128068419	1
chr10	133255423	133735878	1
chr10	134590029	135524747	23
chr11	61793	116316	0
chr11	200222	237805	5
chr11	313991	504786	9
chr11	1996741	2159676	3
chr11	2904944	2905042	1
chr11	3547816	3645310	0
chr11	7686529	7894373	3
chr11	25424279	26330690	1
chr11	40339615	40652281	1
chr11	47589813	47617121	6
chr11	55033261	56882257	47
chr11	67164667	67411909	20
chr11	67511222	67643217	0
chr11	80656651	80902908	0
chr11	81137098	81218937	0
chr11	89631979	89656912	1
chr11	92293847	92397611	1
chr11	96632623	98309787	0
chr11	104321199	104405899	0
chr11	104643215	104701837	0
chr11	109804992	109928090	0
chr11	133244422	134945106	12
chr12	70794	369192	4
chr12	461549	475768	1
chr12	574727	835424	2
chr12	7899994	8088660	5
chr12	9623843	9721829	0
chr12	11192674	11273638	4
chr12	11513416	11553484	2
chr12	21017576	21356582	5
chr12	25485811	25623204	1
chr12	27306290	27760067	4
chr12	29009388	29496179	2
chr12	33526354	34854486	2
chr12	38453610	38861446	1
chr12	45667640	45782413	1
chr12	52704767	52779684	4
chr12	57336297	57374437	1
chr12	60367402	60454894	0
chr12	63947732	64116509	1
chr12	67177292	67249002	1
chr12	74338711	74468373	0
chr12	83091644	83140037	1
chr12	83165733	84426004	1
chr12	88077553	88201641	0
chr12	99958415	100005273	1
chr12	101596807	101879937	4
chr12	109559096	109647327	1
chr12	109836267	110075116	5
chr12	112162458	112305133	4
chr12	126647428	126794429	0
chr12	127696154	127798205	0
chr12	128590089	128689778	0
chr12	129810307	130428052	1
chr12	131450373	132135146	3
chr12	133712947	133779017	3
chr13	19327344	19380812	0
chr13	20026165	20129722	1
chr13	20411535	20530702	1
chr13	20808544	21001316	1
chr13	22541869	23077779	0
chr13	23517984	23795488	1
chr13	24776253	24910684	4
chr13	27416494	27641229	1
chr13	52150871	52272652	1
chr13	52793642	52893811	0
chr13	55153988	55457713	0
chr13	56849118	57872497	5
chr13	65943201	66491226	0
chr13	67327801	67348819	1
chr13	69509381	69615712	0
chr13	72826303	73017334	0
chr13	78751523	79255257	2
chr13	81161198	81417735	0
chr13	81682597	82033267	0
chr13	87111222	87361937	0
chr13	90041897	90255725	0
chr13	92065460	92267510	1
chr13	94342109	94423150	1
chr13	95963329	96016904	0
chr13	103940341	104473494	0
chr13	104834556	105862032	0
chr13	108447340	108745644	1
chr13	113105619	113538619	3
chr13	114517405	114528430	1
chr13	114781654	114893774	1
chr14	19002111	20477536	10
chr14	20691395	20716774	2
chr14	20757405	20886235	4
chr14	20967930	20980067	1
chr14	22322590	23104971	4
chr14	27068986	28179920	0
chr14	28224092	28256820	0
chr14	34680977	34797265	1
chr14	35579022	35620232	4
chr14	36747497	36787893	1
chr14	40436124	40591751	0
chr14	40733870	41634431	0
chr14	43856486	44223814	0
chr14	45821442	45979729	0
chr14	48786773	48906286	0
chr14	56568535	56819234	1
chr14	72638897	72665618	1
chr14	80674955	80736720	1
chr14	104804779	104913869	0
chr14	105903191	107289540	8
chr15	20016315	23699760	17
chr15	24431653	24915254	0
chr15	25068901	25114364	1
chr15	25415167	25496600	0
chr15	28356357	28399196	1
chr15	28691401	29030517	2
chr15	30489810	30783644	2
chr15	30938215	31244225	3
chr15	31261835	31609620	2
chr15	31972646	32514980	2
chr15	32561665	32931904	6
chr15	34695196	34964202	2
chr15	43591116	43851142	8
chr15	43851548	43951317	4
chr15	53845372	53901663	1
chr15	57656005	57748274	1
