12	2967475	0.1503157
7	4055916	0.1655012
8	2585424	0.0979750
13	4218885	0.3671674
12	11395827	0.1990196
8	7701435	0.2623440
21	8893575	0.0940275
4	2610908	0.1489578
13	7215380	0.1830403
5	612173	0.2457459
8	3763259	0.1038531
1	129029	0.0972495
9	4877261	0.0652651
7	4514280	0.0655562
0	1160446	0.0000000
1	1330356	0.0974641
11	4165072	0.1874604
4	970035	0.2294206
0	362131	0.0000000
1	789342	0.0693641
3	519521	0.2152502
7	878199	0.3226342
5	1272806	0.1037417
9	1540070	0.2288286
2	1016362	0.3380233
2	460240	0.3631540
12	714527	0.1415468
10	5440060	0.1997557
2	1733900	0.0435625
1	1038202	0.1143747
1	1153111	0.0231556
5	3024337	0.1080012
6	1882625	0.3500639
1	1246223	0.0049694
2	458775	0.1139142
1	352512	0.0978463
1	509581	0.2880779
0	288319	0.0000000
1	549532	0.3421948
1	50431	1.0000000
0	119962	0.0000000
3	901860	0.2893631
0	26109	0.0000000
0	38705	0.0000000
1	21844	1.0000000
1	86452	0.1361912
0	62615	0.0000000
0	83867	0.0000000
1	3349	1.0000000
1	1239299	0.3522169
25	12225488	0.2578124
6	2891746	0.0930369
4	2430777	0.5363351
2	1478835	0.2655834
5	3425910	0.1298417
4	3182206	0.1278217
1	2278115	0.1226641
7	3076573	0.1747708
3	781022	0.2467728
8	1686390	0.1885199
6	3462832	0.2952765
2	1616291	0.0826058
4	306013	0.4298739
1	143712	1.0000000
0	204767	0.0000000
1	104863	1.0000000
1	86802	0.3331260
9	711561	0.5403416
5	541804	0.6087312
5	538799	0.6121262
1	141424	0.2901205
4	320427	0.7798656
4	273303	0.9479076
4	176348	0.9192676
0	355737	0.0000000
1	362338	0.2503546
13	6836290	0.3056305
0	3260094	0.0000000
14	8884014	0.1166163
22	7738772	0.2682557
16	5135726	0.1603368
21	6263014	0.1760176
35	7204462	0.2961887
7	1609804	0.4887781
41	10374383	0.2150206
7	3181076	0.3174693
6	376418	0.2101015
5	1769415	0.2563768
0	629604	0.0000000
0	511839	0.0000000
1	490749	0.0107570
3	707479	0.5213102
8	2637436	0.1824943
2	2079283	0.0959956
2	1984547	0.0798963
7	2591118	0.4409622
0	1336786	0.0000000
