12	2967475	0.1503157
1	254050	0.7295690
2	1971083	0.0877436
5	612173	0.2457459
4	1674424	0.1101143
1	646270	0.0157256
0	187550	0.0000000
3	519521	0.2152502
0	965848	0.0000000
3	1867404	0.1541172
6	5171139	0.0542720
2	1016362	0.3380233
12	714527	0.1415468
1	264259	0.3035204
4	1028684	0.3113872
1	1154165	0.0495978
1	1007350	0.1178776
0	775020	0.0000000
1	698706	0.0943029
1	314075	0.8214025
0	131491	0.0000000
0	194683	0.0000000
0	74822	0.0000000
0	62108	0.0000000
0	173795	0.0000000
0	63074	0.0000000
0	265433	0.0000000
1	121770	1.0000000
0	188205	0.0000000
0	117281	0.0000000
1	406222	0.3613763
1	207528	0.2719633
1	549532	0.3421948
0	176247	0.0000000
1	50431	1.0000000
2	387660	0.0811433
1	176660	0.1545455
1	132254	0.1277844
0	302672	0.0000000
0	119962	0.0000000
0	212100	0.0000000
0	97383	0.0000000
0	452552	0.0000000
0	350179	0.0000000
0	312529	0.0000000
0	146110	0.0000000
0	231386	0.0000000
0	19591	0.0000000
0	15714	0.0000000
0	26109	0.0000000
0	12481	0.0000000
0	84069	0.0000000
0	38705	0.0000000
1	21844	1.0000000
1	86452	0.1361912
0	62615	0.0000000
1	15584	1.0000000
0	51346	0.0000000
0	83867	0.0000000
0	86340	0.0000000
0	59	0.0000000
1	59	1.0000000
1	59	1.0000000
1	59	1.0000000
0	59	0.0000000
0	59	0.0000000
0	59	0.0000000
0	3968	0.0000000
1	3349	1.0000000
0	48	0.0000000
0	59	0.0000000
0	59	0.0000000
1	1239299	0.3522169
0	254178	0.0000000
3	1406386	0.0728833
1	2278115	0.1226641
0	361875	0.0000000
3	781022	0.2467728
8	1686390	0.1885199
2	952043	0.5710677
0	144094	0.0000000
2	1616291	0.0826058
4	306013	0.4298739
1	140292	0.2713697
1	143712	1.0000000
0	204767	0.0000000
1	104863	1.0000000
1	86802	0.3331260
4	126362	0.8873316
0	355737	0.0000000
1	281091	0.0336759
0	158393	0.0000000
1	59016	0.0460214
0	52	0.0000000
0	780297	0.0000000
16	5094641	0.1616298
2	712278	0.6585448
2	690283	0.0842756
6	376418	0.2101015
3	738453	0.4903914
5	1769415	0.2563768
5	1091282	0.1864000
3	290847	0.3079351
2	1299815	0.6495201
2	743442	0.0353868
0	273947	0.0000000
0	100602	0.0000000
2	462799	0.2104240
1	119366	0.5175176
5	216672	0.3306980
3	410210	0.3234953
0	239885	0.0000000
1	242089	0.6239647
0	301025	0.0000000
1	222828	0.2865125
3	587633	0.1813190
0	104496	0.0000000
0	11639	0.0000000
0	13004	0.0000000
1	42001	0.1753292
2	66662	0.3310432
0	59	0.0000000
1	1122	1.0000000
1	3417	1.0000000
1	1560336	0.1679875
0	195401	0.0000000
5	1158933	0.1486315
1	250600	0.0180726
1	502010	0.0677257
0	1687951	0.0000000
4	1280519	0.1880566
0	1649561	0.0000000
3	3348928	0.0697095
1	588601	0.0627879
1	65369	1.0000000
3	131579	0.8603653
3	216528	0.2569506
2	150002	0.6987174
6	500501	0.1533443
1	609578	0.0127892
1	208558	0.3960769
3	180587	0.8011318
1	368995	0.2481389
1	21777	1.0000000
1	22227	1.0000000
1	46255	0.1303643
0	34940	0.0000000
0	74174	0.0000000
1	4613	1.0000000
0	576450	0.0000000
3	1676366	0.2739617
4	1323538	0.4238994
1	833598	0.2804577
1	1012037	0.0222937
4	1203568	0.2453837
1	471514	0.1008814
1	475582	0.4180309
0	500778	0.0000000
0	273492	0.0000000
0	111382	0.0000000
2	880629	0.4939083
0	121807	0.0000000
2	552121	0.0833658
9	1390426	0.0755330
9	5019533	0.1785070
0	937143	0.0000000
0	713711	0.0000000
6	1356568	0.3464692
2	1840828	0.0534547
8	2553370	0.2074055
0	290302	0.0000000
1	151925	0.4170611
1	46794	1.0000000
0	334150	0.0000000
2	280568	0.0861645
0	107162	0.0000000
0	65697	0.0000000
0	178796	0.0000000
1	158612	1.0000000
1	248287	0.6959164
1	214299	0.0195615
1	2378	0.2291842
0	48043	0.0000000
7	2078628	0.5940351
8	1136118	0.1420856
3	2748411	0.1435349
5	1217532	0.3398933
4	342975	0.5781996
2	1526742	0.1613220
2	255712	0.9079355
4	1151708	0.3727603
1	90399	0.2687640
0	204978	0.0000000
1	65568	1.0000000
0	29935	0.0000000
1	37725	1.0000000
1	14546	1.0000000
1	54762	1.0000000
1	7945	0.7407174
0	43633	0.0000000
0	59	0.0000000
1	44	1.0000000
0	59	0.0000000
0	44	0.0000000
0	59	0.0000000
0	59	0.0000000
4	778843	0.1544085
1	62801	0.6563749
3	363888	0.0596640
1	885506	0.0817837
3	316652	0.5672157
0	1011598	0.0000000
1	888867	0.0173164
1	109238	0.4505209
1	1181845	0.0125093
1	1653889	0.0089915
1	380271	0.2650321
1	8704	1.0000000
0	108830	0.0000000
0	169528	0.0000000
1	363690	1.0000000
1	238549	1.0000000
0	161815	0.0000000
1	41169	0.5761374
0	51044	0.0000000
2	65656	0.5091081
1	15526	1.0000000
0	22312	0.0000000
0	22307	0.0000000
0	2026	0.0000000
0	44	0.0000000
1	406	1.0000000
0	59	0.0000000
0	55	0.0000000
0	788	0.0000000
0	6404	0.0000000
2	377570	0.7825622
6	294904	0.2953605
5	666133	0.4337422
2	1016461	0.0415914
3	1591426	0.1064957
1	179194	0.1348315
0	131186	0.0000000
1	288018	0.0035901
1	260474	0.0236569
1	8771	1.0000000
2	142278	0.6885956
1	102536	0.1449442
5	828210	0.1095278
3	344403	0.2512377
1	191533	0.0386565
0	20018	0.0000000
0	124104	0.0000000
0	102664	0.0000000
2	219361	0.4085001
1	19708	0.0631723
1	7675	1.0000000
1	28445	0.0510459
1	16120	0.9799007
0	29535	0.0000000
0	12934	0.0000000
0	8057	0.0000000
1	23161	1.0000000
0	18708	0.0000000
0	1	0.0000000
0	72	0.0000000
0	925	0.0000000
1	59	1.0000000
0	652705	0.0000000
1	580339	0.0833478
1	783113	0.0429861
7	3972951	0.2488302
1	1871246	0.0282202
0	675604	0.0000000
3	2529201	0.1150964
0	2712304	0.0000000
0	113506	0.0000000
0	446737	0.0000000
1	602440	0.0335137
1	202625	0.3573498
1	160596	1.0000000
1	458661	0.0488422
1	285293	0.1349174
1	83411	1.0000000
7	1566756	0.2316098
3	574430	0.0709921
8	1024788	0.2681764
3	190621	0.4569434
1	7475	1.0000000
1	48787	1.0000000
3	515067	0.2579528
0	141904	0.0000000
0	33129	0.0000000
1	50459	0.2258269
1	39096	0.5240945
0	59	0.0000000
0	59	0.0000000
0	59	0.0000000
0	199	0.0000000
5	3121732	0.0761664
0	1216404	0.0000000
0	1178622	0.0000000
2	1037345	0.3195542
3	924688	0.3450007
2	1152217	0.1061701
5	3295954	0.0706985
1	916330	0.0114675
5	928849	0.0898704
1	624029	0.0373813
1	931143	0.0879145
0	720440	0.0000000
0	211840	0.0000000
1	1342282	0.1242176
1	799390	0.0034114
0	853451	0.0000000
2	2057456	0.6289350
1	240197	0.6501955
1	398420	0.8872145
0	239350	0.0000000
2	155572	0.5627683
0	106686	0.0000000
2	719651	0.0952573
1	126677	0.9550037
1	18632	1.0000000
1	14498	1.0000000
0	349160	0.0000000
1	120876	0.2876088
1	299810	1.0000000
1	131068	0.1421476
0	406543	0.0000000
0	406017	0.0000000
0	204053	0.0000000
0	123507	0.0000000
0	130134	0.0000000
0	402928	0.0000000
0	545408	0.0000000
9	80968	0.6493306
0	162422	0.0000000
0	24972	0.0000000
0	538411	0.0000000
2	359478	0.2893668
2	555479	0.3729952
0	23017	0.0000000
1	69125	0.6783074
2	143101	0.9755697
0	273793	0.0000000
0	70400	0.0000000
0	110837	0.0000000
1	9392	1.0000000
0	21768	0.0000000
1	22852	0.4213636
1	32622	1.0000000
1	16786	1.0000000
1	15451	1.0000000
0	106272	0.0000000
1	5764	1.0000000
1	62546	0.0183065
0	49755	0.0000000
0	35351	0.0000000
1	7764	1.0000000
0	29252	0.0000000
1	13830	1.0000000
1	20108	0.2415456
0	69962	0.0000000
1	5363	1.0000000
1	59	1.0000000
1	59	1.0000000
1	59	1.0000000
1	59	1.0000000
0	59	0.0000000
4	1128486	0.2111519
2	1477720	0.0470827
0	137560	0.0000000
0	1425036	0.0000000
9	1320304	0.2359487
1	1239035	0.0454249
0	132703	0.0000000
1	575123	0.0219362
2	459232	0.0503776
0	420576	0.0000000
2	76150	0.3321339
0	40717	0.0000000
1	34801	1.0000000
1	2221669	0.0420328
4	972129	0.4329899
5	825396	0.2515665
1	207597	0.0589700
0	186304	0.0000000
0	181702	0.0000000
2	91687	0.2694930
1	59	1.0000000
0	37266	0.0000000
0	621400	0.0000000
4	810850	0.1094358
4	226737	0.4890997
2	188440	0.5308958
0	102199	0.0000000
1	319315	0.1712384
1	36678	0.9705273
1	217034	0.1591778
0	21548	0.0000000
0	4643	0.0000000
0	22206	0.0000000
0	26551	0.0000000
1	30898	0.2507282
0	32481	0.0000000
0	28560	0.0000000
0	70863	0.0000000
0	59	0.0000000
0	44	0.0000000
0	59	0.0000000
0	44	0.0000000
0	57	0.0000000
0	59	0.0000000
0	31	0.0000000
0	50	0.0000000
0	59	0.0000000
0	56	0.0000000
0	8290	0.0000000
0	50247	0.0000000
12	1288920	0.2380318
4	3789065	0.0924832
0	1094	0.0000000
1	1330887	0.0752889
0	1269483	0.0000000
0	680407	0.0000000
1	1022924	0.1563195
1	644275	0.0621241
4	913856	0.3173870
3	1667047	0.1484805
0	994793	0.0000000
1	203103	0.4356558
1	60110	0.1928298
2	201182	0.1133799
2	241701	0.1900075
0	388882	0.0000000
0	123273	0.0000000
0	71074	0.0000000
1	121075	1.0000000
3	588251	0.3150186
0	148908	0.0000000
1	69788	0.0763598
0	14777	0.0000000
0	56369	0.0000000
1	501717	0.2704154
0	171389	0.0000000
0	70882	0.0000000
0	604637	0.0000000
