chr1	1417658	1549149	0
chr1	2043653	2063244	0
chr1	2922757	2922816	0
chr1	3235900	3235959	1
chr1	3354713	3354772	1
chr1	3388727	3404441	0
chr1	3628652	3628711	1
chr1	4263499	4458182	0
chr1	4958499	5033321	0
chr1	5334068	5396176	0
chr1	5423886	5423945	0
chr1	5742588	5742647	0
chr1	6363701	6537496	0
chr1	6913573	6976647	0
chr1	7225096	7871366	1
chr1	8018845	8044954	0
chr1	8343754	8597804	1
chr1	9124551	9389984	0
chr1	10869096	10869155	0
chr1	11181682	11303452	1
chr1	13946474	14134679	0
chr1	16008307	16125588	0
chr1	18674315	18686796	0
chr1	19419800	19826022	1
chr1	20809150	20996700	0
chr1	21668088	22187609	3
chr1	27927633	28011702	0
chr1	31594955	31598923	0
chr1	41158961	41366489	1
chr1	45303803	45307152	1
chr1	54673099	55222631	1
chr1	60939472	61905320	0
chr1	64538290	64714537	0
chr1	67705387	69572791	3
chr1	83923008	89094147	6
chr1	92956486	93972848	2
chr1	103381480	103431911	1
chr1	110299252	110686912	2
chr1	117221744	119192827	2
chr1	119655992	119832652	1
chr1	147400637	147400685	0
chr1	147411534	147411593	0
chr1	153912047	153950752	0
chr1	154548165	155262692	12
chr1	166732069	166864323	1
chr1	168284060	168586732	0
chr1	169593222	169713184	0
chr1	171009116	171221216	0
chr1	175004176	175268435	1
chr1	179002040	180030724	4
chr1	184857562	186011727	1
chr1	192537006	193149179	5
chr1	197091967	197113811	1
chr1	198577644	199584994	1
chr1	200113731	203081206	12
chr1	217625765	217723148	0
chr1	221692622	222145174	0
chr1	223521035	223871214	0
chr1	226372825	228047249	4
chr1	230242018	230554547	0
chr1	230829506	230915958	1
chr1	232233214	233008234	0
chr1	236247458	236310073	0
chr1	236719382	236865492	0
chr1	237418348	237433932	1
chr1	238917049	239615755	1
chr1	239820768	240134843	1
chr1	241210722	241262068	0
chr1	243840526	243840585	0
chr1	243949931	244033798	0
chr1	244745425	244831765	0
chr1	244855363	245086749	0
chr10	4844945	6251331	3
chr10	14886416	15192429	4
chr10	24400270	25639569	1
chr10	27111945	27252237	1
chr10	28056899	30335014	1
chr10	55714219	55857931	1
chr10	68956325	69318200	0
chr10	76022993	76227760	0
chr10	88547275	88652138	1
chr10	98360775	99141797	3
chr10	102437474	102524276	1
chr10	103057520	103116536	1
chr10	103251585	103377947	4
chr10	104003098	105689488	8
chr10	116344641	117296684	2
chr10	120089648	120445385	0
chr10	123348506	123629597	1
chr10	124732812	124876906	0
chr10	125792404	126046582	0
chr10	128419465	128419517	0
chr10	129647981	129806374	0
chr10	131561314	133177605	2
chr11	3766291	4456574	2
chr11	6282812	6659230	6
chr11	10011063	10749516	3
chr11	17926636	19696051	5
chr11	22137148	22411095	0
chr11	24616945	25397242	0
chr11	31118027	31118086	0
chr11	31549640	31561279	0
chr11	31622079	31722681	0
chr11	31810497	31811619	1
chr11	31825724	31829141	1
chr11	34183241	35274523	5
chr11	36529830	36820677	3
chr11	44219317	44682116	2
chr11	46862005	46981371	1
